"ECO_NAME","CSIRO68","GHM1","HFP4","LIA","ensb_thr3","Natural","Integ1km10","Integ1km20","Integ1km30","Area (ha)"
"Anatolian conifer and deciduous mixed forests",0.0652438227693737,0.00110404778783688,0.00140223198247789,0.0868683791131527,0,0.392049167475581,0.731383385277197,0.666327068297938,0.609850031202286,8639275.39504134
"Andaman Islands rain forests",0.700977410639773,0.00491892876662416,0.000556070435588508,0.694755804643715,0,0.924854695625574,0.994880546075085,0.990576580385998,0.984868162735208,569560.79733627
"Angolan montane forest-grassland",0.0708819705965129,0,0.0014970921863304,0.523200184448671,0.00115360212262791,0.872062546604096,0.983979353548162,0.974254446086595,0.963507039171999,1725394.90595162
"Angolan mopane woodlands",0.869159789433832,0.603331222555564,0.633264307326618,0.269189818060944,0.534730635441419,0.896085009609869,0.990247179530502,0.979842266915274,0.967869275839805,19163920.9805387
"Angolan scarp savanna and woodlands",0.164358566589085,0.126233735872765,0.127722989261451,0.459146341463415,0.0515333893879719,0.881401669335983,0.977565414394479,0.966384352060523,0.955713912896292,13616788.3994589
"Angolan wet miombo woodlands",0.698330808332142,0.417344800430684,0.306483969112519,0.681610057629254,0.474685940841055,0.938713543237422,0.98809640773824,0.983098757120109,0.977977518328798,44690007.6086437
"Antipodes Subantarctic Islands tundra",0,0.297783933518006,NA,0.997422680412371,NA,0.800109905206759,0.99702241028052,0.994514966306222,0.987932925873688,87768.9287087311
"Appalachian-Blue Ridge forests",0.629144539605323,0.0771470338179616,0.124124485081104,0.341116814049842,0.126039420044132,0.864737134293497,0.986980476874026,0.978474344215309,0.969559367642112,16331140.409398
"Appalachian mixed mesophytic forests",0.71545743948434,0.0773645748497722,0.13423047721746,0.420655288815968,0.131782687045318,0.881882099871871,0.999032912940418,0.997743889932871,0.995760252807132,18148532.2251197
"Appalachian Piedmont forests",0.51719455464563,0.0341552434411814,0.0874090802616326,0.194990200881921,0.0503111518817871,0.935050286190445,0.994909363947639,0.989824317394101,0.985326168216899,16611746.772338
"Appenine deciduous montane forests",0.516015534876567,0.011073991586241,0.0704469481243036,0.602467910956781,0.0482899882068152,0.769323915237134,0.959458681531657,0.941022959501857,0.920500446141595,1614717.48266737
"Apure-Villavicencio dry forests",0.260721769763148,0.0243280275202612,0.126242703890773,0.0413718337508607,0.0168021520866715,0.469662447065872,0.878944914828557,0.798407077847975,0.723540188211338,6824545.39659894
"Arabian-Persian Gulf coastal plain desert",0.953420553895219,0.349589629641777,0.479451601700101,0.660216480736532,0.498991649860831,0.950797482706345,0.978541202793488,0.973270688238273,0.96910484901387,12149958.3286589
"Arabian desert",0.98145613972062,0.575790159223178,0.505786263292395,0.808475386603768,0.660717894698162,0.978744280218054,0.99310580014728,0.990251391738362,0.987976369237203,81559624.7816103
"Arabian sand desert",0.996603904974198,0.774276512980157,0.861817060803506,0.938779580547935,0.889896609788797,0.993037787640254,0.998277537883357,0.997376690736818,0.996590962646082,71357620.1045696
"Araucaria moist forests",0.407510816635837,0.0213121643276393,0.132516102223146,0.109569424555452,0.0434929885942851,0.665641190663116,0.92791558488505,0.880205168070746,0.834646861383779,21567320.2390594
"Aravalli west thorn scrub forests",0.122706512042252,0.000104381783536741,0.00474364088245221,0.0250172322073578,0.000412366839874624,0.172014086983078,0.30470829666665,0.253546949302774,0.220661173736152,48753461.8995914
"Araya and Paria xeric scrub",0.710755574215411,0.0001900779319521,0,0.358801349474102,0,0.830850983071434,0.996591167335808,0.989955306416181,0.981971062798273,526018.296964939
"Arctic coastal tundra",1,0.911492815709103,0.925293641150263,0.984826423480726,0.951535798670257,0.999990268776396,1,1,1,5004141.443861
"Arctic foothills tundra",1,0.996323046618516,0.985610564121617,0.999594407596507,0.998973017643236,0.999998770943129,1,1,1,13033740.524863
"Arizona Mountains forests",0.931342448708578,0.894435300360667,0.743334563091071,0.902238255456198,0.879241103587379,0.996665281558163,0.999988149949149,0.999959570414745,0.999916352582231,11090970.5166197
"Arnhem Land tropical savanna",0.975854531884457,0.979980862207897,0.919023307436182,0.989693363140802,0.981798403232386,0.997429192684284,0.999841181958075,0.999762017272562,0.999674545181778,15809650.7135091
"Ascension scrub and grasslands",0.992077464788732,0.0645161290322581,NA,0.531645569620253,NA,0.8124410933082,1,1,1,9291.16967710335
"Atacama desert",0.995512255813919,0.683232288731392,0.71801958382008,0.840341330695028,0.779221397296783,0.997486346357336,0.999866103910722,0.999745450291812,0.99956373417065,10490352.6959352
"Atlantic Coast restingas",0.223943289181445,0.133209252858282,0.117845117845118,0.261213341000575,0.099109131403118,0.603617326157353,0.974825160160632,0.937875499355163,0.880532226101727,785031.144771727
"Atlantic coastal pine barrens",0.380957683121684,0.00595113071483582,0.0256728174458464,0.272625864505094,0.0259127475247525,0.614722438050946,0.89636244923254,0.838213649391897,0.783711253499773,1430755.94780023
"Australian Alps montane grasslands",0.916379749863098,0.900575784607899,0.774973711882229,0.945519307050919,0.90238558909445,0.993847892275338,0.999993726434921,0.999974905739685,0.999924717219054,1232980.53385022
"Azerbaijan shrub desert and steppe",0.0729667323171249,0.000980469676603147,0.00634242833369964,0.0514696485623003,0.000176698311727949,0.311124146704882,0.658508587879379,0.576776129598907,0.514739679906314,6408966.09167894
"Azores temperate mixed forests",0.824381146151238,0.130234505862647,0,0.289349670122526,0.0580503833515882,0.447879763821793,0.728057400632259,0.639789720456079,0.573082797570419,261687.39844663
"Badghyz and Karabil semi-desert",0.581220885453398,0.00088944697326427,0.00896104187046814,0.0459177150935876,0.000165727543917799,0.815702352170436,0.931169649288177,0.913067796256881,0.897535544804171,13364627.4918968
"Bahamian-Antillean mangroves",0.606783557292429,0.386905336292579,0.351275720164609,0.633428300094967,0.408903821923562,0.903342528909379,0.986630103696799,0.976934536194011,0.965029377985652,2190660.22463603
"Bahamian pineyards",0.886433908786395,0.541603858908652,0.448402130492676,0.778497409326425,0.556880936602607,0.949892567902595,0.991156024547617,0.987239970038241,0.984388346452554,686981.639391347
"Bahia coastal forests",0.278447143701817,0.0225537188576427,0.0447913534005887,0.1326226638191,0.0218858019556739,0.796225843736538,0.99393361458657,0.983821553193331,0.968347658517134,10930509.3192394
"Bahia interior forests",0.135070164701732,0.0138497784989999,0.0661170651277824,0.0655855307493315,0.015093354223789,0.748409101329356,0.991625922441741,0.979085995231437,0.958696673609749,22924137.2108762
"Baja California desert",0.945224426096655,0.925317141089109,0.744460741683,0.652188095300227,0.79677249374259,0.970127358670914,0.992674374545156,0.988663724922163,0.985115187140259,7759040.78277375
"Bajío dry forests",0.362099758315912,0.00131334135930831,0.0198430642372656,0.0188726443937962,0.000791183950268437,0.408767504528937,0.638776428250112,0.560558734020558,0.508364326007024,3738364.93475255
"Balkan mixed forests",0.229731034089081,0.00452889676609161,0.0163370172142024,0.192392802158096,0.0105111591072714,0.347556578698839,0.614405267274702,0.532186944896447,0.470130294216533,22476732.586036
"Balsas dry forests",0.584528247507941,0.0309934581836839,0.0951026603818806,0.0830996357541179,0.0390097402597403,0.751516544002877,0.896394347272612,0.866112764499028,0.842427930948571,6224659.91618908
"Baltic mixed forests",0.250885832553648,0.000831336932813673,0.00208547749309355,0.159454132767913,0.000731313515053661,0.364303145170948,0.663164535360289,0.554898041398913,0.473532587865682,11457647.2553893
"Baluchistan xeric woodlands",0.736430546231375,0.0382786035257518,0.335050922902001,0.134810238244319,0.112525576355157,0.812793658412967,0.913503645235477,0.897982429469415,0.884897085552866,28842384.8811694
"Banda Sea Islands moist deciduous forests",0.914116412436266,0.00417283618252793,0.159852941176471,0.652928743961353,0.154714475431607,0.735373219875667,0.959599651684065,0.933389952590331,0.898536858061256,749574.996233105
"Belizian pine savannas",0.425644433369327,0.0848890454385347,0.452976400140895,0.755675675675676,0.281443674808604,0.937732628102874,0.999890515943616,0.99923361160531,0.998357739154236,282195.300702016
"Beni savanna",0.689578021749311,0.21594011448701,0.654708946126933,0.450197747224636,0.340129190204041,0.885763391578344,0.999945666401585,0.999382572745279,0.992008639042148,12558914.2832835
"Beringia lowland tundra",0.999968141796313,0.990376937691016,0.972088891246122,0.998605966463536,0.996056657412734,0.999809501363714,0.999999467538767,0.999999467538767,0.999999467538767,15351205.8920059
"Beringia upland tundra",1,0.993963911898799,0.945029424364727,0.998134655898876,0.997241730987646,0.999981383478345,1,1,1,4722858.22073783
"Bermuda subtropical conifer forests",0.455497382198953,0,0,0,0,0.857677902621723,1,0.965909090909091,0.916666666666667,3938.52220591913
"Biak-Numfoor rain forests",0.898186041367105,0.00414156626506024,0.111496913580247,0.743115656963021,0.104765817584224,0.898326156831827,0.98992595143792,0.984587566729809,0.975001435049653,280964.54915035
"Blue Mountains forests",0.888432478567013,0.855261488134685,0.806816899819495,0.563688239780785,0.789647078785137,0.917266588842871,0.983076652359858,0.978256711576274,0.971424636783034,7091147.09052752
"Bohai Sea saline meadow",0.00179464608623854,0.00550299285576366,0,0.119098457888493,0,0.355960324943788,0.717133062265806,0.631601835141658,0.559334072608409,1156485.99019864
"Bolivian montane dry forests",0.654827873688938,0.0292244183821318,0.266259329123267,0.115686998372917,0.0667815478876899,0.941697377081498,0.997147170211075,0.995622765433407,0.993920389840833,7277957.11184617
"Bolivian Yungas",0.895368593152191,0.358043329733542,0.623312802318278,0.830569622347996,0.608672630800966,0.962608330704933,0.998326899426073,0.996489819622848,0.993752562175458,9022920.18145427
"Borneo lowland rain forests",0.530467595235391,0.273422959532767,0.465249736811323,0.547168701210371,0.387488932699005,0.6644559140819,0.990417170829836,0.977477199203677,0.950925863692878,42558250.8712391
"Borneo montane rain forests",0.851760501998884,0.616258068831734,0.827781169759876,0.924472690430137,0.816682442223767,0.973242239217458,0.999756928352201,0.999336252353744,0.998718526272804,11880188.5254529
"Borneo peat swamp forests",0.230581356622137,0.123348671515511,0.372962321609841,0.387485306913765,0.131644633447351,0.555070383360676,0.97919459537765,0.950514731412988,0.902757497924748,6717151.95331545
"Brahmaputra Valley semi-evergreen forests",0.131116593106923,0.00164835164835165,0.00585834418211886,0.0802071538618603,0.0026295667742116,0.245366105343944,0.559364087734614,0.448996071584461,0.379692274116107,5661280.99207572
"Brazilian Atlantic dry forests",0.793029569240984,0.215902983651462,0.210421437186457,0.163186300581563,0.180298281448091,0.574184162814562,0.894449722701148,0.83741028270104,0.782137976168559,11466000.8647689
"Brigalow tropical savanna",0.641382682446939,0.722990575854985,0.533016235815287,0.673616315888412,0.603391456036092,0.885997130955285,0.969254516456091,0.956386653908353,0.944444895394227,40894308.5346575
"British Columbia coastal conifer forests",0.998012722305185,0.971756799709395,0.961431603494293,0.952456987745,0.976962076657879,0.998057212072458,0.999992164979882,0.999965098546746,0.99989885701302,11092083.3325754
"Brooks-British Range tundra",1,0.998710904744621,0.995695749552683,0.999665534954753,0.999418531159145,0.999999510889076,1,1,1,16060960.7512082
"Buru rain forests",0.88717916377625,0.00104311543810848,0.254850613022259,0.643875987268655,0.228116710875332,0.702118181818182,0.987198122150499,0.963138175416422,0.915857897350246,858579.368537399
"Caatinga",0.522210311171192,0.111299013557616,0.208430428040128,0.0939538112445502,0.08460918949115,0.622176468474529,0.964764988678225,0.9290612643212,0.869771072020007,73132016.4735945
"Caatinga Enclaves moist forests",0.133703386958837,0,0.0270214092704219,0.116812682519816,0.00354609929078014,0.850631113406721,0.995068334192883,0.990974729241877,0.983915678184631,477626.798877377
"Caledon conifer forests",0.802329494739615,0.276940000916716,0.425376561351947,0.630899460890949,0.385749504519747,0.969073597379044,0.995323533314446,0.991400178595123,0.987290339007972,2211243.73582177
"California Central Valley grasslands",0.0508122490897208,0.017358344281007,0.161116478797638,0.0287938758644687,0.00451049179613449,0.212014128321015,0.350899637739857,0.287346281614254,0.251694806268487,4649021.25161793
"California coastal sage and chaparral",0.576077478158183,0.253624954307299,0.114647896097424,0.324935460794377,0.204572765795965,0.695303526457348,0.825477571310214,0.791087702686708,0.766043318735945,3287761.8811551
"California interior chaparral and woodlands",0.438795381605976,0.313602050196384,0.349217628781229,0.206921892002657,0.203390796409745,0.796969217247949,0.96416509954798,0.94975803112384,0.935023161726648,7197090.48274082
"California montane chaparral and woodlands",0.942740829585988,0.563539520627104,0.463387648360491,0.783910479358839,0.605054734399435,0.963471603780955,1,0.99990648889166,0.999489585200309,1983980.33013897
"Cameroon Highlands forests",0.298925383094213,0.0303316540722082,0.146116326637646,0.494741811124807,0.0976192351103762,0.921589277944723,0.992651273982461,0.987556970414009,0.981822321424941,3787969.4784558
"Campos Rupestres montane savanna",0.269271485503315,0.140031765239752,0.209140435835351,0.290359125410672,0.130726383994544,0.739450907726228,0.962426458523779,0.949209502379111,0.931246044581956,2631297.68468841
"Canadian Aspen forests and parklands",0.0147523332576188,0.039497472321382,0.572833569100003,0.0323743709156464,0.0115861999407452,0.19118753918866,0.376724415091072,0.295496192352911,0.245999271570241,32766341.7213385
"Canadian High Arctic tundra",1,0.999783986398913,0.999547134437734,0.999898677442619,0.999905600361181,1,1,1,1,64970150.1862227
"Canadian Low Arctic tundra",0.999949167432919,0.998975436237164,0.998815225732575,0.99967522495448,0.999455583796166,0.999998074326031,1,1,1,84083203.0115239
"Canadian Middle Arctic Tundra",0.999998962644392,0.999058802484761,0.998747206363528,0.999594590269455,0.999461891694155,0.9999989063265,1,1,1,98586758.8415598
"Canary Islands dry woodlands and forests",0.124309437019036,0.000617283950617284,0,0.425974025974026,0.000222617987533393,0.80839664266994,0.993642187474787,0.984686385567443,0.970970292556196,496686.256677671
"Cantabrian mixed forests",0.445082768993104,0.00707310966449675,0.099821914938194,0.173031873734643,0.0262085156333369,0.666118744888764,0.940854221456462,0.913447618181538,0.887890639906918,9626593.39621307
"Canterbury-Otago tussock grasslands",0.283482119275263,0.0384842313621743,0.188899539877301,0.0877291252197091,0.0343421208180636,0.931708327268198,0.994252770852508,0.990754392705978,0.987072830007715,5359388.3520455
"Cape Verde Islands dry forests",0.815412782956059,0.00211193241816262,0.0320723684210526,0.386537330981775,0.0322679778733866,0.92697479544607,0.998155177166607,0.992832757267966,0.986598528382705,454811.765334415
"Cape York Peninsula tropical savanna",0.992919729142221,0.988641530267602,0.915213107278383,0.989147439205183,0.989947681879504,0.995141111379368,0.999986784789671,0.999977974649451,0.999945251271492,12256457.282532
"Caqueta moist forests",0.952499857074157,0.804439219425513,0.95757382057713,0.907229564659089,0.903892029672233,0.96663491932266,0.999104434748436,0.996055818109144,0.991502416724608,18335830.5026044
"Cardamom Mountains rain forests",0.534856330413719,0.212833645450238,0.320449244842968,0.56304318150794,0.307725704362132,0.600171529909427,0.780049375096436,0.730383218078018,0.692483974134182,4407429.00129568
"Caribbean shrublands",0.440079470198675,0.00394607037158829,0,0.0815518606492478,0.000437636761487965,0.604157162408759,0.876885332738576,0.805876941091193,0.755164626836544,311797.498498029
"Carnarvon xeric shrublands",0.997750294669993,0.986892152142513,0.684836647727273,0.974965911537449,0.988543791296701,0.999614814244169,0.999999083633978,0.999999083633978,0.999999083633978,8430170.24915284
"Carolines tropical moist forests",0.00149342891278375,0.00537634408602151,0,0.616557734204793,0,0.937024972855592,1,0.999077916090364,0.992469648071308,57776.2100585565
"Carpathian montane forests",0.700535941930952,0.0068510104841221,0.0388663514981154,0.334203258215587,0.0336934671354546,0.735561174859049,0.89135646461246,0.858181883440928,0.82913803516971,12533506.674886
"Carpentaria tropical savanna",0.998703454107972,0.996175746656163,0.868843985985071,0.998827596736902,0.99803337779689,0.9995249391157,0.999996208398229,0.999986097460175,0.99997451201032,36601449.0736427
"Caspian Hyrcanian mixed forests",0.373159974556283,0.000328287433886558,0.00232828870779977,0.0485806855417694,0.00105222351442654,0.51206190583234,0.796314451732146,0.743269113102531,0.701913947610132,5513092.07601299
"Caspian lowland desert",0.711341639997308,0.442694986464015,0.265875645795364,0.549554896142433,0.40577451074624,0.946147686188128,0.990006825235342,0.985928241204921,0.980767921761831,26797535.3792139
"Catatumbo moist forests",0.522293988603408,0.0517783797955082,0.0130544882989871,0.184872109320252,0.0539781454338,0.563145669050675,0.822038890167775,0.756364338041138,0.708482850140151,2275276.85372773
"Cauca Valley dry forests",0.11147305186564,0,0,0.0069416088199265,0,0.436762954610123,0.841985006107063,0.755591121593733,0.67061870867203,731279.575200709
"Cauca Valley montane forests",0.381519554743874,0.00261397230434106,0.00164965139442231,0.102272727272727,0.00302067762830095,0.866372807218707,0.995599676730637,0.99015717163432,0.982497617697791,3191527.12793701
"Caucasus mixed forests",0.377268274510572,0.017289341173985,0.0342600822948369,0.400956490343354,0.0255205394006,0.707960899812535,0.946397653600162,0.919266950317423,0.890536842737685,17053796.2732061
"Cayos Miskitos-San Andrés and Providencia moist forests",0.565789473684211,0,0.376470588235294,0.208333333333333,0,0.940689655172414,1,1,0.997211895910781,9483.2418010791
"Celtic broadleaf forests",0.0963494443181974,0.00311600224158921,0.0124623854631305,0.0699764107788399,0.00068051038278709,0.696756552973658,0.857947260380931,0.809861804366345,0.774413181842072,21002705.2783911
"Central-Southern Cascades Forests",0.987088467318555,0.852274663486113,0.79680787842771,0.806707642511578,0.864994212063097,0.993143464138636,1,0.999998681617128,0.999951219833752,5885404.42534394
"Central-Southern US mixed grasslands",0.00183800997857538,0.0204774435543666,0.344779007831761,0.00871552610283665,0.00127863689999963,0.44023186770892,0.743305425375648,0.668534014600102,0.606878884229588,27496260.4192034
"Central Afghan Mountains xeric woodlands",0.825598618105464,0.0197980810539883,0.0575370121130552,0.167925757781899,0.0368879802001507,0.904893830391685,0.991720576674816,0.987533709358067,0.983235887560949,13933322.7072037
"Central African mangroves",0.505124945268855,0.0724344038091379,0.108821509174762,0.598811465858774,0.0857961971415321,0.815803186721893,0.953727981713056,0.924686813679351,0.895640043028103,3078698.77989186
"Central American Atlantic moist forests",0.564450000261701,0.114873808188446,0.325990644537399,0.410859104976619,0.24039693790757,0.725071960063801,0.998222467146065,0.995664384412993,0.992045866432096,8944987.7321166
"Central American dry forests",0.197657233437456,0.00626921813893782,0.0275898582269545,0.0566531130492616,0.00873939872936742,0.497793032933119,0.912761425588175,0.843886489435262,0.780571027495075,6777310.0102343
"Central American montane forests",0.693087643485705,0.0267776777677768,0.058250973345313,0.389604519774011,0.043246489976725,0.919838476598918,0.997892923248856,0.996810281603241,0.995739281265643,1325111.6449443
"Central American pine-oak forests",0.290979061439366,0.0146938628872183,0.0685265535912791,0.253599223538293,0.0395187454938717,0.814134308132434,0.993575351600009,0.988197142143955,0.981911555397643,11094150.9919348
"Central Anatolian steppe",0.116159275394944,0.0135676713701261,0.0807336510352008,0.0236357464143257,0.00397958300891081,0.246654379093572,0.438029154444095,0.361176191179208,0.313236964908114,2493419.80783125
"Central Anatolian steppe and woodlands",0.117966844705392,0.000595232190156844,0.00395575848224829,0.0210717276025677,0,0.265615069359551,0.541793412707602,0.459102212454864,0.399813820385748,10149254.0863694
"Central Andean dry puna",0.937419629544279,0.625921288859492,0.765893336663961,0.598252963297948,0.673477348809623,0.994918279864791,0.999941133661968,0.999900262732972,0.99984353144347,25492971.4204382
"Central Andean puna",0.721355507889315,0.441858601854077,0.528733034869434,0.508909932819676,0.438600909475365,0.979843176908581,0.999542931909267,0.99893947060417,0.998146902852587,21147838.7963648
"Central Andean wet puna",0.154976289122947,0.0577359908455876,0.129499778209984,0.351065139761113,0.048600427917175,0.905695754178289,0.998465290945879,0.997302010614519,0.990830808589074,11687374.3702986
"Central Asian northern desert",0.869833610150167,0.588538666352177,0.484995855208621,0.57635085071662,0.526516994834169,0.942538582603181,0.970847211448232,0.963362244748102,0.957543997568787,66385239.8490231
"Central Asian riparian woodlands",0.486432717717549,0.255731185104003,0.112043251304996,0.209651689906467,0.125419808825519,0.486900682189412,0.626195834326678,0.57686567620365,0.543283198893392,8880012.83092044
"Central Asian southern desert",0.915502500222164,0.0771296945595924,0.352272307099078,0.102067036322611,0.0798242441196437,0.925250574951027,0.948112668346884,0.942442347409274,0.938093054210637,56737565.1264727
"Central British Columbia Mountain forests",0.991555011565503,0.959201748081684,0.955359634747637,0.84671391127075,0.966373454233254,0.98947848260606,0.999772350356716,0.999233150710217,0.998501539571605,14006025.2257437
"Central bushveld",0.270564763810977,0.150037749369777,0.208861327149026,0.0437053079426916,0.0449709616076476,0.839103783681239,0.977338750488838,0.960727935640465,0.943650711435356,15568257.8633358
"Central Canadian Shield forests",0.986686785341459,0.947390585050384,0.929100365279636,0.869103234237177,0.952272312852763,0.991959251006874,0.999420521559455,0.998773802841695,0.997998086682241,27165525.208914
"Central China Loess Plateau mixed forests",0.201928111621031,0.00326400106579627,0.00038013845919061,0.0686736700404126,0.000409262131002859,0.47250784581629,0.832726256925574,0.782365150760534,0.731732225757587,35986686.0448892
"Central Congolian lowland forests",0.971871396416452,0.501358270276519,0.586969282882328,0.867579710354745,0.684491591303046,0.928804577727526,0.99464324564569,0.986514913417579,0.975857754279302,41288171.0080466
"Central Deccan Plateau dry deciduous forests",0.0692943976271278,5.42915372022318e-05,0,0.0183532902405425,0,0.167041740473897,0.310396611437496,0.258806173333983,0.224511953338844,23940900.5791291
"Central European mixed forests",0.259462498191974,0.000838595646416337,0.0143328194168189,0.172636154619917,0.00843244255637946,0.345108063743198,0.605997364226791,0.5148107799034,0.443636743954353,73397832.3566589
"Central Indochina dry forests",0.199697724285981,0.0189764591865445,0.0729844880301949,0.179673194966684,0.0516856282018382,0.23083325837365,0.361193127254167,0.316661546537139,0.288495673692129,31893699.1198431
"Central Korean deciduous forests",0.456503132441757,0.000354334856015552,0,0.154472499510667,0,0.472612187300328,0.756773404071844,0.686282517528462,0.623603378545356,10460166.949913
"Central Mexican matorral",0.471622510223703,0.00142900373222151,0.02344839170236,0.00558075230564314,0.000474270808631729,0.623428025426088,0.810627073971825,0.75847014327424,0.720346192881497,5919482.00040544
"Central Pacific Northwest coastal forests",0.987619341506064,0.822914236840059,0.772211313446486,0.76029801462325,0.816975130133025,0.991488171943552,0.9997322053561,0.99926072134985,0.998540053910474,7751040.06504886
"Central Persian desert basins",0.921494464514625,0.241241674481233,0.451655235553082,0.356417581247219,0.354969703010452,0.932797034514085,0.973595416020233,0.964946272001934,0.958095782513899,58065530.2328583
"Central Polynesian tropical moist forests",0.0111130710883754,0.432432432432432,1,0,0.0714285714285714,0.0578034682080925,0.0578842315369262,0.0518962075848303,0.0518962075848303,61185.5687631861
"Central Range Papuan montane rain forests",0.993795050183252,0.253208739386477,0.538315143286509,0.815565143568214,0.533366304948652,0.918013977025833,0.998760066585684,0.996694110766185,0.989192873532191,17122958.5797078
"Central Ranges xeric scrub",0.99849030282007,0.996764224938333,0.920896478861042,0.997748254897546,0.997079669929954,0.999336273919109,0.999997583642873,0.999990871539743,0.999984964888989,28740633.7571386
"Central Tallgrass prairie",0.0205313208054961,0.00101041663624709,0.334180331933987,0.02932315135696,0.00173680734118091,0.274768648559495,0.512516865631744,0.448628065949087,0.40037845052846,34246663.6456681
"Central Tibetan Plateau alpine steppe",0.975349419752519,0.867131238958946,0.89872685368645,0.8381813830901,0.874185388333709,0.97718119440182,0.999597849973542,0.999327865466557,0.998983632079335,62919178.0900352
"Central US forest-grasslands transition",0.0793538568097528,0.00453663121096872,0.157701781019088,0.0879028845082971,0.0114152800143138,0.201411805157356,0.486972299438266,0.399535412082141,0.333543057320251,22832399.205677
"Central Zambezian wet miombo woodlands",0.564462313378371,0.0855334584948479,0.259689930057354,0.678419543703739,0.23977553531873,0.845242014118284,0.958268085655119,0.943848032708544,0.93128899879391,101785387.206093
"Cerrado",0.413769889947557,0.1965497414704,0.379827236698429,0.221305267392199,0.187822866598377,0.562617167527109,0.874808835721938,0.802255068295911,0.735368282119878,191003781.183115
"Changbai Mountains mixed forests",0.785655754411448,0.0752960811374651,0.0130868500678934,0.682315126366598,0.0833135865233407,0.855253333955516,0.964903294253188,0.947252164327245,0.930000538750679,9343760.46595285
"Changjiang Plain evergreen forests",0.211822793523699,0.00176199984658049,0.00541248522519316,0.116537394853705,4.90364340705144e-06,0.20849139365395,0.435355125749331,0.367548488146448,0.320107649556617,43758231.0657903
"Chao Phraya freshwater swamp forests",0.00894524096876622,2.56088504187047e-05,5.11796918982548e-05,0.00304531846804996,0,0.0433691275973175,0.146391907943137,0.0897903418025489,0.0598496520899391,3885830.51327071
"Chao Phraya lowland moist deciduous forests",0.17035662608284,0.00133412392528906,0.0696314496314496,0.150756811301715,0.0446759847522236,0.159531884029561,0.341692249318754,0.276434449005247,0.237326526623205,2033709.78500979
"Chatham Island temperate forests",0,0.994011976047904,NA,0.997872340425532,NA,1,1,1,1,80592.0328702251
"Cherskii-Kolyma mountain tundra",0.999987618881345,0.998786335971603,0.981003841899472,0.994523422374289,0.999134024189591,0.997746701035378,1,1,1,56046181.6045335
"Chhota-Nagpur dry deciduous forests",0.145078237787136,2.45471058962148e-05,0.00073351426685249,0.0599094679386229,0,0.235185928389388,0.433176834053129,0.372745691519715,0.330235014924749,12213391.4336203
"Chiapas Depression dry forests",0.534265277307787,0.00423141460567593,0.00804384965831435,0.139787344783999,0.00129356262364937,0.715490536541468,0.992112521302359,0.982375100905911,0.967558749663647,1397363.34658053
"Chiapas montane forests",0.7958608849605,0.0213903743315508,0.0696388456886124,0.43039283252929,0.0714038727524205,0.961088555694015,1,1,0.999973236270207,575894.207530482
"Chihuahuan desert",0.875064725011441,0.769775939249078,0.446153265712992,0.417872267630484,0.527808877962874,0.957267215680676,0.98347190013645,0.978154001671639,0.974022477058076,50189666.4894041
"Chilean Matorral",0.735279987104845,0.307653013214319,0.266374164720766,0.440821223294654,0.336629024262714,0.855048045225931,0.989529843106942,0.978206802181043,0.96351296300165,14838105.6028275
"Chimalapas montane forests",0.940166184435047,0.416107382550336,0.53131021194605,0.672865999046257,0.56289156626506,0.976524254561638,1,1,1,207665.944493919
"Chin Hills-Arakan Yoma montane forests",0.802280586630002,0.0060159978490287,0.257583392119319,0.80583372538477,0.193489872014512,0.949947398025082,0.999984375935816,0.999955731818146,0.999880215507925,2961656.72692613
"Chiquitano dry forests",0.813937914983983,0.304909684024223,0.640299069302561,0.531554603182899,0.492707888382311,0.750523995148849,0.945182660095213,0.910786307419753,0.86779825526234,22976667.0424504
"Chocó-Darién moist forests",0.751798766983645,0.294735841627178,0.537471458084158,0.742548322166157,0.428490194446756,0.950313588108143,0.993597527902203,0.987580531176637,0.98220599340479,7330511.67988946
"Christmas and Cocos Islands tropical forests",0.740625,0.155172413793103,0,0.285714285714286,0,0.426666666666667,0.973384030418251,0.950570342205323,0.629277566539924,13396.4442539713
"Chukchi Peninsula tundra",0.99996997558723,0.997737594988739,0.967788670497899,0.998570300515179,0.998770299882392,0.999428001992491,1,1,1,30048422.7774374
"Clipperton Island shrub and grasslands",1,NA,NA,NA,NA,NA,NA,NA,NA,2876.97942886224
"Cocos Island moist forests",NA,0.884615384615385,NA,NA,NA,0.721611721611722,1,1,1,2476.47734237658
"Colorado Plateau shrublands",0.8839645932603,0.822640937741121,0.630618481927202,0.771188026853412,0.778219958258163,0.971436416235606,0.994823447457337,0.992391035534342,0.990009668503009,28343482.099208
"Colorado Rockies forests",0.860712958298766,0.83021610355419,0.733895285087719,0.789031043438827,0.795368707819949,0.969928039012504,0.999947411727397,0.999772117485388,0.999376908648859,14570161.087152
"Comoros forests",0.588740868070477,0.00347567030784508,0,0.377851975514747,0,0.889484315099551,0.987492385786802,0.98107614213198,0.974213197969543,205542.082354852
"Congolian coastal forests",0.57387336325121,0.436758328926494,0.520594074200572,0.821165966386555,0.495633354829542,0.882325204101691,0.9838937512488,0.9616913096599,0.943189820926127,18882139.9898551
"Cook Inlet taiga",0.946616936723628,0.853025310497158,0.815571706123624,0.929625946607512,0.864007820136852,0.991438265387266,0.999651540528085,0.998898418443623,0.997757494688803,2804168.60629622
